FileName,SPDXID,LicenseConcluded,LicenseComment,LicenseInfoInFile,FileCopyrightText
ozplb-1.1.license,SPDXRef-item5072,NOASSERTION,,"  
  NCSA AND       
  LicenseRef-scancode-ozplb-1.1 AND   
  LicenseRef-fossology-OZPLB-1.1",NOASSERTION
padl.license,SPDXRef-item2939,NOASSERTION,,"  
  LicenseRef-fossology-BSD-style AND   
  PADL AND       
  LicenseRef-scancode-bsd-original-uc-1986",NOASSERTION
paint-net.license,SPDXRef-item4182,NOASSERTION,,"  
  LicenseRef-fossology-LGPL AND   
  LicenseRef-fossology-MIT-style AND       
  LicenseRef-scancode-paint-net AND   
  LGPL-2.1-or-later",NOASSERTION
paolo-messina-2000.license,SPDXRef-item4565,NOASSERTION,,"  
  LicenseRef-fossology-UnclassifiedLicense AND       
  LicenseRef-scancode-paolo-messina-2000",NOASSERTION
paraview-1.2.license,SPDXRef-item4115,NOASSERTION,,"  
  LicenseRef-fossology-WebM AND       
  LicenseRef-scancode-paraview-1.2 AND   
  NCSA AND   
  BSD-3-Clause",NOASSERTION
parity-6.0.0.license,SPDXRef-item4966,NOASSERTION,,"  
  Parity-6.0.0",NOASSERTION
parity-7.0.0.license,SPDXRef-item3370,NOASSERTION,,"  
  Apache-2.0 AND   
  BSD-2-Clause AND   
  LicenseRef-fossology-Dual-license AND   
  Parity-7.0.0 AND   
  MIT",NOASSERTION
passive-aggressive.license,SPDXRef-item3733,NOASSERTION,,"  
  LicenseRef-fossology-MIT-style AND       
  LicenseRef-scancode-passive-aggressive AND   
  MIT",NOASSERTION
patent-disclaimer.license,SPDXRef-item3671,NOASSERTION,,NOASSERTION,NOASSERTION
paul-hsieh-derivative.license,SPDXRef-item4588,NOASSERTION,,"      
  LicenseRef-scancode-paul-hsieh-derivative",NOASSERTION
paul-hsieh-exposition.license,SPDXRef-item4120,NOASSERTION,,"      
  LicenseRef-scancode-paul-hsieh-exposition",NOASSERTION
paul-mackerras-binary.license,SPDXRef-item4350,NOASSERTION,,"  
  BSD-Attribution-HPND-disclaimer AND   
  BSD-3-Clause-Attribution AND       
  LicenseRef-scancode-paul-mackerras-binary",NOASSERTION
paul-mackerras-new.license,SPDXRef-item2886,NOASSERTION,,"      
  LicenseRef-scancode-paul-mackerras-new AND   
  BSD-3-Clause",NOASSERTION
paul-mackerras-simplified.license,SPDXRef-item4572,NOASSERTION,,"      
  LicenseRef-scancode-paul-mackerras-simplified AND   
  LicenseRef-fossology-BSD-style",NOASSERTION
paul-mackerras.license,SPDXRef-item2774,NOASSERTION,,"  
  LicenseRef-fossology-BSD-style AND       
  LicenseRef-scancode-paul-mackerras",NOASSERTION
paulo-soares.license,SPDXRef-item2972,NOASSERTION,,"      
  LicenseRef-scancode-paulo-soares",NOASSERTION
paypal-sdk-2013-2016.license,SPDXRef-item4738,NOASSERTION,,"      
  LicenseRef-scancode-paypal-sdk-2013-2016 AND   
  LicenseRef-fossology-UnclassifiedLicense AND       
  LicenseRef-scancode-unknown-license-reference",NOASSERTION
pbl-1.0.license,SPDXRef-item2666,NOASSERTION,,"      
  LicenseRef-scancode-pbl-1.0 AND   
  LicenseRef-fossology-See-URL AND       
  LicenseRef-scancode-other-permissive AND       
  LicenseRef-scancode-proprietary-license",NOASSERTION
pcre.license,SPDXRef-item5054,NOASSERTION,,"      
  LicenseRef-scancode-pcre AND   
  Artistic-1.0 AND   
  LicenseRef-fossology-GPL AND   
  LicenseRef-fossology-LGPL",NOASSERTION
pcre2-exception.license,SPDXRef-item5033,NOASSERTION,,"  
  BSD-3-Clause AND   
  LicenseRef-fossology-BSD-possibility",NOASSERTION
pd-mit.license,SPDXRef-item4844,NOASSERTION,,"  
  MIT AND       
  LicenseRef-scancode-proprietary-license AND   
  LicenseRef-fossology-Public-domain AND       
  LicenseRef-scancode-public-domain AND       
  LicenseRef-scancode-pd-mit AND   
  MIT-0",NOASSERTION
pd-programming.license,SPDXRef-item2968,NOASSERTION,,"  
  LicenseRef-fossology-UnclassifiedLicense AND       
  LicenseRef-scancode-pd-programming",NOASSERTION
pddl-1.0.license,SPDXRef-item3164,NOASSERTION,,"      
  LicenseRef-scancode-public-domain AND   
  PDDL-1.0",NOASSERTION
pdf-creator-pilot.license,SPDXRef-item2733,NOASSERTION,,"      
  LicenseRef-scancode-unknown-license-reference AND       
  LicenseRef-scancode-pdf-creator-pilot AND   
  LicenseRef-fossology-UnclassifiedLicense",NOASSERTION
pdl-1.0.license,SPDXRef-item3589,NOASSERTION,,"      
  LicenseRef-scancode-pdl-1.0 AND   
  LicenseRef-fossology-See-URL",NOASSERTION
perl-1.0.license,SPDXRef-item4295,NOASSERTION,,"      
  LicenseRef-scancode-perl-1.0",NOASSERTION
peter-deutsch-document.license,SPDXRef-item3119,NOASSERTION,,"      
  LicenseRef-scancode-peter-deutsch-document",NOASSERTION
pfe-proprietary-notice.license,SPDXRef-item4716,NOASSERTION,,"      
  LicenseRef-scancode-pfe-proprietary-notice",NOASSERTION
pftijah-1.1.license,SPDXRef-item2701,NOASSERTION,,"  
  LicenseRef-fossology-MPL-style AND   
  MPL-1.1 AND   
  LicenseRef-fossology-Dual-license AND       
  LicenseRef-scancode-pftijah-1.1 AND       
  LicenseRef-scancode-unknown-license-reference",NOASSERTION
pftus-1.1.license,SPDXRef-item3118,NOASSERTION,,"      
  LicenseRef-scancode-pftus-1.1 AND   
  LicenseRef-fossology-UnclassifiedLicense",NOASSERTION
phaser-academic.license,SPDXRef-item4857,NOASSERTION,,"      
  LicenseRef-scancode-unknown-license-reference AND       
  LicenseRef-scancode-proprietary-license AND   
  LicenseRef-fossology-Non-commercial",NOASSERTION
phaser-ccp4.license,SPDXRef-item3855,NOASSERTION,,"  
  LicenseRef-fossology-UnclassifiedLicense AND       
  LicenseRef-scancode-unknown-license-reference",NOASSERTION
phaser-phenix.license,SPDXRef-item3316,NOASSERTION,,"  
  LicenseRef-fossology-UnclassifiedLicense AND       
  LicenseRef-scancode-unknown-license-reference",NOASSERTION
phil-bunce.license,SPDXRef-item3878,NOASSERTION,,"  
  LicenseRef-fossology-Public-domain AND       
  LicenseRef-scancode-phil-bunce AND       
  LicenseRef-scancode-public-domain",NOASSERTION
philippe-de-muyter.license,SPDXRef-item3610,NOASSERTION,,"  
  WxWindows-exception-3.1 AND   
  LicenseRef-fossology-UnclassifiedLicense AND   
  LGPL-2.0-or-later",NOASSERTION
philips-proprietary-notice-2000.license,SPDXRef-item4331,NOASSERTION,,"  
  LicenseRef-fossology-Non-commercial AND       
  LicenseRef-scancode-philips-proprietary-notice2000",NOASSERTION
phorum-2.0.license,SPDXRef-item4253,NOASSERTION,,"      
  LicenseRef-scancode-unknown-license-reference AND   
  LicenseRef-fossology-Apache-1.1-style AND   
  LicenseRef-fossology-Phorum AND       
  LicenseRef-scancode-phorum-2.0 AND   
  LicenseRef-fossology-Phorum-2.0",NOASSERTION
php-2.0.2.license,SPDXRef-item3027,NOASSERTION,,"      
  LicenseRef-scancode-php-2.0.2 AND   
  PHP-3.0 AND       
  LicenseRef-scancode-unknown-license-reference AND   
  LicenseRef-fossology-PHP-2.02",NOASSERTION
php-3.0.license,SPDXRef-item3266,NOASSERTION,,"      
  LicenseRef-scancode-free-unknown AND       
  LicenseRef-scancode-unknown-license-reference AND   
  PHP-3.0",NOASSERTION
php-3.01.license,SPDXRef-item3225,NOASSERTION,,"  
  PHP-3.01",NOASSERTION
pine.license,SPDXRef-item3014,NOASSERTION,,"      
  LicenseRef-scancode-pine AND   
  LicenseRef-fossology-U-Washington",NOASSERTION
pivotal-tou.license,SPDXRef-item4335,NOASSERTION,,"  
  LicenseRef-fossology-Non-commercial AND       
  LicenseRef-scancode-pivotal-tou",NOASSERTION
pixabay-content.license,SPDXRef-item5083,NOASSERTION,,"      
  LicenseRef-scancode-pixabay-content AND   
  LicenseRef-fossology-See-URL",NOASSERTION
pixar.license,SPDXRef-item4060,NOASSERTION,,"  
  Apache-2.0 AND       
  LicenseRef-scancode-free-unknown",NOASSERTION
pkgconf.license,SPDXRef-item4996,NOASSERTION,,"      
  LicenseRef-scancode-mit-taylor-variant AND   
  LicenseRef-fossology-MIT-style",NOASSERTION
planet-source-code.license,SPDXRef-item4035,NOASSERTION,,"  
  LicenseRef-fossology-UnclassifiedLicense AND       
  LicenseRef-scancode-planet-source-code",NOASSERTION
plural-20211124.license,SPDXRef-item2642,NOASSERTION,,"      
  LicenseRef-scancode-commercial-license AND   
  Apache-2.0 AND   
  MIT AND       
  LicenseRef-scancode-agpl-generic-additional-terms AND   
  AGPL-3.0-only",NOASSERTION
pml-2020.license,SPDXRef-item3087,NOASSERTION,,"      
  LicenseRef-scancode-pml-2020 AND       
  LicenseRef-scancode-unknown-license-reference AND   
  LicenseRef-fossology-UnclassifiedLicense",NOASSERTION
pngsuite.license,SPDXRef-item4301,NOASSERTION,,"      
  LicenseRef-scancode-pngsuite AND   
  LicenseRef-fossology-UnclassifiedLicense",NOASSERTION
pnmstitch.license,SPDXRef-item3723,NOASSERTION,,"      
  LicenseRef-scancode-bsd-dpt AND   
  LicenseRef-fossology-UnclassifiedLicense AND   
  pnmstitch",NOASSERTION
politepix-pl-1.0.license,SPDXRef-item5168,NOASSERTION,,"      
  LicenseRef-scancode-unknown-license-reference AND   
  LicenseRef-fossology-MPL-style AND       
  LicenseRef-scancode-politepix-pl-1.0",NOASSERTION
polyform-defensive-1.0.0.license,SPDXRef-item4217,NOASSERTION,,"      
  LicenseRef-scancode-unknown-license-reference AND   
  LicenseRef-fossology-See-URL AND       
  LicenseRef-scancode-polyform-shield-1.0.0",NOASSERTION
polyform-free-trial-1.0.0.license,SPDXRef-item3140,NOASSERTION,,"      
  LicenseRef-scancode-polyform-free-trial-1.0.0 AND   
  LicenseRef-fossology-See-URL AND       
  LicenseRef-scancode-unknown-license-reference",NOASSERTION
polyform-internal-use-1.0.0.license,SPDXRef-item4781,NOASSERTION,,"  
  LicenseRef-fossology-See-URL AND       
  LicenseRef-scancode-polyform-internal-use-1.0.0 AND       
  LicenseRef-scancode-unknown-license-reference",NOASSERTION
polyform-noncommercial-1.0.0.license,SPDXRef-item3753,NOASSERTION,,"  
  LicenseRef-fossology-See-URL AND   
  PolyForm-Noncommercial-1.0.0 AND       
  LicenseRef-scancode-proprietary-license",NOASSERTION
polyform-perimeter-1.0.0.license,SPDXRef-item4868,NOASSERTION,,"      
  LicenseRef-scancode-polyform-perimeter-1.0.0 AND       
  LicenseRef-scancode-unknown-license-reference AND   
  PolyForm-Noncommercial-1.0.0 AND   
  LicenseRef-fossology-See-URL",NOASSERTION
polyform-shield-1.0.0.license,SPDXRef-item3345,NOASSERTION,,"  
  LicenseRef-fossology-See-URL AND       
  LicenseRef-scancode-polyform-shield-1.0.0 AND       
  LicenseRef-scancode-unknown-license-reference",NOASSERTION
polyform-small-business-1.0.0.license,SPDXRef-item5099,NOASSERTION,,"  
  LicenseRef-fossology-See-URL AND   
  PolyForm-Small-Business-1.0.0",NOASSERTION
polyform-strict-1.0.0.license,SPDXRef-item5186,NOASSERTION,,"  
  LicenseRef-fossology-See-URL AND       
  LicenseRef-scancode-unknown-license-reference AND       
  LicenseRef-scancode-polyform-strict-1.0.0 AND   
  PolyForm-Noncommercial-1.0.0",NOASSERTION
postgresql.license,SPDXRef-item4625,NOASSERTION,,"      
  LicenseRef-scancode-unknown-license-reference AND   
  MIT AND   
  PostgreSQL AND   
  LicenseRef-fossology-Dual-license AND       
  LicenseRef-scancode-free-unknown AND   
  LicenseRef-fossology-BSD",NOASSERTION
powervr-tools-software-eula.license,SPDXRef-item4255,NOASSERTION,,"      
  LicenseRef-scancode-powervr-tools-software-eula AND       
  LicenseRef-scancode-proprietary-license AND   
  LicenseRef-fossology-UnclassifiedLicense",NOASSERTION
ppl.license,SPDXRef-item3719,NOASSERTION,,"      
  LicenseRef-scancode-proprietary-license AND   
  CC-BY-NC-SA-3.0",NOASSERTION
ppp.license,SPDXRef-item3030,NOASSERTION,,"  
  LicenseRef-fossology-MIT-style AND       
  LicenseRef-scancode-ppp",NOASSERTION
proconx-modbus-rev4.license,SPDXRef-item3666,NOASSERTION,,"      
  LicenseRef-scancode-other-permissive AND       
  LicenseRef-scancode-unknown-license-reference AND   
  LicenseRef-fossology-Not-for-sale AND       
  LicenseRef-scancode-proprietary-license",NOASSERTION
proguard-exception-2.0.license,SPDXRef-item4870,NOASSERTION,,"  
  GPL-2.0-only AND       
  LicenseRef-scancode-proguard-exception-2.0",NOASSERTION
proprietary-license.license,SPDXRef-item3296,NOASSERTION,,"      
  LicenseRef-scancode-unknown-license-reference AND   
  LicenseRef-fossology-UnclassifiedLicense AND       
  LicenseRef-scancode-proprietary-license",NOASSERTION
proprietary.license,SPDXRef-item4429,NOASSERTION,,"      
  LicenseRef-scancode-proprietary-license",NOASSERTION
prosperity-1.0.1.license,SPDXRef-item4675,NOASSERTION,,"      
  LicenseRef-scancode-prosperity-1.0.1 AND       
  LicenseRef-scancode-unknown-license-reference AND   
  LicenseRef-fossology-See-URL AND       
  LicenseRef-scancode-prosperity-3.0",NOASSERTION
prosperity-2.0.license,SPDXRef-item5139,NOASSERTION,,"      
  LicenseRef-scancode-prosperity-3.0 AND       
  LicenseRef-scancode-prosperity-2.0 AND   
  LicenseRef-fossology-See-URL AND       
  LicenseRef-scancode-unknown-license-reference",NOASSERTION
prosperity-3.0.license,SPDXRef-item4019,NOASSERTION,,"  
  Apache-2.0 AND   
  BSD-2-Clause AND       
  LicenseRef-scancode-unknown-license-reference AND   
  BlueOak-1.0.0 AND   
  MIT AND       
  LicenseRef-scancode-prosperity-3.0",NOASSERTION
protobuf.license,SPDXRef-item4896,NOASSERTION,,"      
  LicenseRef-scancode-protobuf AND   
  LicenseRef-fossology-WebM AND   
  BSD-3-Clause",NOASSERTION
ps-or-pdf-font-exception-20170817.license,SPDXRef-item4449,NOASSERTION,,"  
  Font-exception-2.0 AND   
  AGPL-3.0-only AND   
  PS or PDF-font-exception-20170817",NOASSERTION
psf-2.0.license,SPDXRef-item4893,NOASSERTION,,"  
  Python-2.0 AND   
  PSF-2.0 AND   
  LicenseRef-fossology-Python",NOASSERTION
psf-3.7.2.license,SPDXRef-item3485,NOASSERTION,,"  
  PSF-2.0 AND   
  Python-2.0 AND       
  LicenseRef-scancode-psf-3.7.2 AND       
  LicenseRef-scancode-unknown-license-reference AND   
  LicenseRef-fossology-Python",NOASSERTION
psfrag.license,SPDXRef-item2732,NOASSERTION,,"  
  LicenseRef-fossology-GPL AND       
  LicenseRef-scancode-unknown-license-reference AND   
  psfrag",NOASSERTION
psutils.license,SPDXRef-item3575,NOASSERTION,,"  
  psutils AND   
  Artistic-1.0 AND   
  LicenseRef-fossology-GPL",NOASSERTION
psytec-freesoft.license,SPDXRef-item3586,NOASSERTION,,"      
  LicenseRef-scancode-psytec-freesoft AND   
  LicenseRef-fossology-UnclassifiedLicense",NOASSERTION
public-domain-disclaimer.license,SPDXRef-item4939,NOASSERTION,,"      
  LicenseRef-scancode-public-domain-disclaimer AND   
  LicenseRef-fossology-Public-domain AND       
  LicenseRef-scancode-public-domain",NOASSERTION
public-domain.license,SPDXRef-item5090,NOASSERTION,,"      
  LicenseRef-scancode-public-domain AND   
  CC-PDDC AND   
  LicenseRef-fossology-Public-domain",NOASSERTION
punycode.license,SPDXRef-item4881,NOASSERTION,,"  
  LicenseRef-fossology-Freeware AND       
  LicenseRef-scancode-other-permissive",NOASSERTION
purdue-bsd.license,SPDXRef-item2643,NOASSERTION,,"  
  BSD-3-Clause AND   
  lsof AND       
  LicenseRef-scancode-purdue-bsd AND   
  LicenseRef-fossology-Zlib-style",NOASSERTION
pybench.license,SPDXRef-item2792,NOASSERTION,,"  
  LicenseRef-fossology-MIT-CMU-style AND       
  LicenseRef-scancode-pybench AND   
  HPND-Pbmplus",NOASSERTION
pycrypto.license,SPDXRef-item3713,NOASSERTION,,"      
  LicenseRef-scancode-pycrypto AND   
  LicenseRef-fossology-Freeware",NOASSERTION
pygres-2.2.license,SPDXRef-item4364,NOASSERTION,,"      
  LicenseRef-scancode-pygres-2.2 AND   
  LicenseRef-fossology-BSD-style AND   
  Cornell-Lossless-JPEG",NOASSERTION
python-2.0.1.license,SPDXRef-item3452,NOASSERTION,,"  
  Python-2.0 AND   
  Python-2.0.1 AND   
  LicenseRef-fossology-MIT-style AND   
  LicenseRef-fossology-GPL",NOASSERTION
python-cwi.license,SPDXRef-item3184,NOASSERTION,,"  
  LicenseRef-fossology-Python AND       
  LicenseRef-scancode-unknown-license-reference AND       
  LicenseRef-scancode-python-cwi AND   
  BSD-3-Clause AND   
  MIT AND   
  HPND AND   
  Python-2.0",NOASSERTION
python-ldap.license,SPDXRef-item3949,NOASSERTION,,"  
  Python-2.0 AND   
  python-ldap AND   
  LicenseRef-fossology-Python-style",NOASSERTION
python.license,SPDXRef-item2649,NOASSERTION,,"  
  LicenseRef-fossology-GPL AND   
  PSF-2.0 AND   
  Python-2.0 AND   
  Python-2.0.1",NOASSERTION
qaplug.license,SPDXRef-item5213,NOASSERTION,,"      
  LicenseRef-scancode-unknown-license-reference AND   
  LicenseRef-fossology-UnclassifiedLicense AND       
  LicenseRef-scancode-qaplug",NOASSERTION
qca-linux-firmware.license,SPDXRef-item4088,NOASSERTION,,"      
  LicenseRef-scancode-qca-linux-firmware AND   
  LicenseRef-fossology-UnclassifiedLicense",NOASSERTION
qca-technology.license,SPDXRef-item5174,NOASSERTION,,"      
  LicenseRef-scancode-qca-technology AND   
  LicenseRef-fossology-UnclassifiedLicense",NOASSERTION
qcad-exception-gpl.license,SPDXRef-item3908,NOASSERTION,,"  
  GPL-1.0-or-later AND   
  LicenseRef-fossology-linking-exception AND   
  GPL-3.0-only AND   
  Classpath-exception-2.0 AND       
  LicenseRef-scancode-qcad-exception-gpl",NOASSERTION
qhull.license,SPDXRef-item3880,NOASSERTION,,"  
  Qhull",NOASSERTION
qlogic-firmware.license,SPDXRef-item3514,NOASSERTION,,"  
  LicenseRef-fossology-BSD-style AND       
  LicenseRef-scancode-qlogic-firmware",NOASSERTION
qlogic-microcode.license,SPDXRef-item3321,NOASSERTION,,"  
  LicenseRef-fossology-BSD-style AND       
  LicenseRef-scancode-other-permissive AND       
  LicenseRef-scancode-qlogic-microcode",NOASSERTION
qpl-1.0-inria-2004.license,SPDXRef-item4454,NOASSERTION,,"  
  QPL-1.0-INRIA-2004 AND   
  QPL-1.0",NOASSERTION
qpl-1.0.license,SPDXRef-item2705,NOASSERTION,,"  
  QPL-1.0 AND       
  LicenseRef-scancode-free-unknown AND       
  LicenseRef-scancode-unknown-license-reference",NOASSERTION
qpopper.license,SPDXRef-item3824,NOASSERTION,,"      
  LicenseRef-scancode-qpopper AND   
  LicenseRef-fossology-BSD",NOASSERTION
qskinny-exception-lgpl-2.1.license,SPDXRef-item3227,NOASSERTION,,"      
  LicenseRef-scancode-qt-company-exception-lgpl-2.1 AND   
  LGPL-2.1-only",NOASSERTION
qt-commercial-1.1.license,SPDXRef-item3838,NOASSERTION,,"  
  LGPL-3.0-only AND       
  LicenseRef-scancode-qt-commercial-1.1 AND   
  LGPL-2.1-only AND   
  GPL-3.0-only AND       
  LicenseRef-scancode-unknown-license-reference AND   
  GPL-1.0-or-later AND   
  GPL-2.0-only AND   
  LGPL-2.1-or-later",NOASSERTION
qt-commercial-agreement-4.4.1.license,SPDXRef-item2831,NOASSERTION,,"      
  LicenseRef-scancode-free-unknown AND       
  LicenseRef-scancode-unknown AND   
  LGPL-2.1-only AND       
  LicenseRef-scancode-unknown-license-reference AND   
  GPL-2.0-only AND       
  LicenseRef-scancode-commercial-license AND       
  LicenseRef-scancode-proprietary-license AND   
  GPL-3.0-only AND   
  LGPL-2.1-or-later",NOASSERTION
qt-company-exception-2017-lgpl-2.1.license,SPDXRef-item4672,NOASSERTION,,"  
  LicenseRef-fossology-Nokia-Qt-exception-1.1 AND   
  Qt-LGPL-exception-1.1 AND   
  LGPL-2.1-only",NOASSERTION
qt-company-exception-lgpl-2.1.license,SPDXRef-item3181,NOASSERTION,,"  
  Qt-LGPL-exception-1.1 AND   
  LGPL-2.1-only AND   
  LGPL-2.0-or-later AND       
  LicenseRef-scancode-qt-company-exception-lgpl-2.1 AND   
  LGPL-2.1-or-later AND   
  Nokia",NOASSERTION
qt-gpl-exception-1.0.license,SPDXRef-item3739,NOASSERTION,,"  
  Qt-GPL-exception-1.0 AND   
  GPL-3.0-only",NOASSERTION
qt-kde-linking-exception.license,SPDXRef-item3605,NOASSERTION,,"      
  LicenseRef-scancode-qt-kde-linking-exception AND   
  GPL-2.0-or-later",NOASSERTION
qt-lgpl-exception-1.1.license,SPDXRef-item3780,NOASSERTION,,"  
  LGPL-2.1-only AND   
  Qt-LGPL-exception-1.1 AND   
  LGPL-2.0-or-later",NOASSERTION
qt-qca-exception-2.0.license,SPDXRef-item2985,NOASSERTION,,"      
  LicenseRef-scancode-qt-qca-exception-2.0 AND   
  GPL-2.0-only",NOASSERTION
qti-linux-firmware.license,SPDXRef-item3081,NOASSERTION,,"      
  LicenseRef-scancode-qti-linux-firmware AND   
  LicenseRef-fossology-UnclassifiedLicense",NOASSERTION
qualcomm-iso.license,SPDXRef-item4057,NOASSERTION,,"      
  LicenseRef-scancode-qualcomm-iso AND   
  LicenseRef-fossology-UnclassifiedLicense",NOASSERTION
qualcomm-turing.license,SPDXRef-item4226,NOASSERTION,,"      
  LicenseRef-scancode-qualcomm-turing AND   
  BSD-2-Clause",NOASSERTION
quickfix-1.0.license,SPDXRef-item4852,NOASSERTION,,"      
  LicenseRef-scancode-quickfix-1.0 AND   
  LicenseRef-fossology-Apache-1.1-style AND   
  LicenseRef-fossology-MX4J-1.0",NOASSERTION
quicktime.license,SPDXRef-item3281,NOASSERTION,,"  
  LicenseRef-fossology-Apple-EULA AND       
  LicenseRef-scancode-quicktime",NOASSERTION
quin-street.license,SPDXRef-item4141,NOASSERTION,,"      
  LicenseRef-scancode-quin-street AND   
  LicenseRef-fossology-Non-commercial",NOASSERTION
quirksmode.license,SPDXRef-item3642,NOASSERTION,,"      
  LicenseRef-scancode-quirksmode",NOASSERTION
qwt-1.0.license,SPDXRef-item2854,NOASSERTION,,"  
  Qwt-exception-1.0 AND   
  LGPL-2.1-or-later AND   
  LGPL-2.1-only AND       
  LicenseRef-scancode-unknown-license-reference",NOASSERTION
qwt-exception-1.0.license,SPDXRef-item3519,NOASSERTION,,"  
  Qwt-exception-1.0 AND   
  LGPL-2.1-only",NOASSERTION
rackspace.license,SPDXRef-item2966,NOASSERTION,,"  
  LicenseRef-fossology-UnclassifiedLicense AND       
  LicenseRef-scancode-rackspace",NOASSERTION
radvd.license,SPDXRef-item2853,NOASSERTION,,"      
  LicenseRef-scancode-radvd AND   
  LicenseRef-fossology-InnerNet-style AND   
  LicenseRef-fossology-BSD-style AND   
  Inner-Net-2.0",NOASSERTION
ralf-corsepius.license,SPDXRef-item3624,NOASSERTION,,"  
  LicenseRef-fossology-Freeware AND       
  LicenseRef-scancode-red-hat-attribution",NOASSERTION
ralink-firmware.license,SPDXRef-item3221,NOASSERTION,,"      
  LicenseRef-scancode-ralink-firmware AND   
  LicenseRef-fossology-See-URL AND       
  LicenseRef-scancode-free-unknown",NOASSERTION
rar-winrar-eula.license,SPDXRef-item3024,NOASSERTION,,"  
  LicenseRef-fossology-unRAR-restriction AND       
  LicenseRef-scancode-rar-winrar-eula",NOASSERTION
rcsl-2.0.license,SPDXRef-item3026,NOASSERTION,,"  
  LicenseRef-fossology-RCSL-2.0 AND       
  LicenseRef-scancode-rcsl-2.0",NOASSERTION
rcsl-3.0.license,SPDXRef-item4848,NOASSERTION,,"      
  LicenseRef-scancode-rcsl-2.0 AND   
  LicenseRef-fossology-RCSL-3.0 AND   
  LicenseRef-fossology-RCSL AND       
  LicenseRef-scancode-rcsl-3.0",NOASSERTION
rdisc.license,SPDXRef-item5120,NOASSERTION,,"  
  LicenseRef-fossology-GPL AND   
  Rdisc AND   
  LicenseRef-fossology-Freeware AND       
  LicenseRef-scancode-other-copyleft",NOASSERTION
reading-godiva-2010.license,SPDXRef-item2860,NOASSERTION,,"  
  BSD-3-Clause AND   
  BSD-3-Clause-HP",NOASSERTION
real-php.license,SPDXRef-item3657,NOASSERTION,,"  
  RPSL-1.0",NOASSERTION
realm-platform-extension-2017.license,SPDXRef-item4594,NOASSERTION,,"  
  BSD-3-Clause AND   
  LicenseRef-fossology-BSD-style AND       
  LicenseRef-scancode-realm-platform-extension-2017",NOASSERTION
red-hat-attribution.license,SPDXRef-item3663,NOASSERTION,,"  
  LicenseRef-fossology-Freeware AND       
  LicenseRef-scancode-red-hat-attribution",NOASSERTION
red-hat-bsd-simplified.license,SPDXRef-item3088,NOASSERTION,,"  
  BSD-2-Clause AND   
  BSD-2-Clause-Views AND       
  LicenseRef-scancode-red-hat-bsd-simplified",NOASSERTION
red-hat-logos.license,SPDXRef-item4698,NOASSERTION,,"  
  LicenseRef-fossology-RedHat AND       
  LicenseRef-scancode-red-hat-logos",NOASSERTION
red-hat-trademarks.license,SPDXRef-item4129,NOASSERTION,,"      
  LicenseRef-scancode-red-hat-trademarks",NOASSERTION
redis-source-available-1.0.license,SPDXRef-item2915,NOASSERTION,,"      
  LicenseRef-scancode-unknown-license-reference AND       
  LicenseRef-scancode-free-unknown AND       
  LicenseRef-scancode-commons-clause AND   
  LicenseRef-fossology-UnclassifiedLicense AND       
  LicenseRef-scancode-redis-source-available-1.0",NOASSERTION
redpanda-community-la.license,SPDXRef-item4136,NOASSERTION,,"      
  LicenseRef-scancode-cockroach AND   
  LicenseRef-fossology-Non-commercial AND       
  LicenseRef-scancode-unknown-license-reference",NOASSERTION
regexp.license,SPDXRef-item2978,NOASSERTION,,"  
  Spencer-86",NOASSERTION
reportbug.license,SPDXRef-item4446,NOASSERTION,,"      
  LicenseRef-scancode-reportbug AND   
  LicenseRef-fossology-MIT-CMU-style AND   
  HPND-Pbmplus",NOASSERTION
repoze.license,SPDXRef-item3501,NOASSERTION,,"  
  LicenseRef-fossology-BSD-style AND   
  BSD-3-Clause-Modification",NOASSERTION
research-disclaimer.license,SPDXRef-item4083,NOASSERTION,,"  
  LicenseRef-fossology-Non-commercial AND       
  LicenseRef-scancode-proprietary-license",NOASSERTION
responsible-ai-source-1.0.license,SPDXRef-item3500,NOASSERTION,,"  
  LicenseRef-fossology-UnclassifiedLicense AND       
  LicenseRef-scancode-proprietary-license",NOASSERTION
responsible-ai-source-1.1.license,SPDXRef-item4462,NOASSERTION,,"  
  LicenseRef-fossology-See-URL AND       
  LicenseRef-scancode-proprietary-license",NOASSERTION
rh-eula-apache2.license,SPDXRef-item3860,NOASSERTION,,"      
  LicenseRef-scancode-rh-eula-lgpl AND   
  Apache-2.0 AND   
  Apache-1.1 AND       
  LicenseRef-scancode-proprietary-license",NOASSERTION
rh-eula-gpl2.license,SPDXRef-item4597,NOASSERTION,,"      
  LicenseRef-scancode-proprietary-license AND   
  GPL-2.0-only AND       
  LicenseRef-scancode-rh-eula-lgpl",NOASSERTION
rh-eula-lgpl.license,SPDXRef-item2957,NOASSERTION,,"  
  LicenseRef-fossology-RedHat-EULA AND       
  LicenseRef-scancode-proprietary-license AND   
  LGPL-2.0-or-later AND       
  LicenseRef-scancode-rh-eula-lgpl AND   
  LicenseRef-fossology-LGPL",NOASSERTION
rh-eula.license,SPDXRef-item3242,NOASSERTION,,"      
  LicenseRef-scancode-rh-eula AND   
  GPL-2.0-only AND   
  LicenseRef-fossology-RedHat-EULA",NOASSERTION
